threshold,tpr,bkg_rej,metric,nsig_pass,nbkg_pass
1.0,0.0,0.0,-1.0,0,7463
1.0552763819095476,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.1105527638190955,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.1658291457286432,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.221105527638191,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.2763819095477387,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.3316582914572863,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.3869346733668342,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.442211055276382,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.4974874371859297,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.5527638190954773,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.6080402010050252,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.6633165829145728,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.7185929648241207,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.7738693467336684,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.829145728643216,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.8844221105527639,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.9396984924623117,0.0,0.08441645450891067,-0.9155835454910893,0,6833
1.9949748743718594,0.0,0.08441645450891067,-0.9155835454910893,0,6833
2.050251256281407,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.1055276381909547,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.1608040201005023,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.2160804020100504,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.271356783919598,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.3266331658291457,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.381909547738694,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.4371859296482414,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.492462311557789,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.5477386934673367,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.6030150753768844,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.658291457286432,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.71356783919598,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.7688442211055277,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.8241206030150754,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.8793969849246235,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.934673366834171,0.0,0.20072356961007642,-0.7992764303899236,0,5965
2.9899497487437188,0.0,0.20072356961007642,-0.7992764303899236,0,5965
3.0452261306532664,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.100502512562814,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.155778894472362,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.21105527638191,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.2663316582914574,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.321608040201005,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.3768844221105527,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.432160804020101,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.4874371859296485,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.542713567839196,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.5979899497487438,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.6532663316582914,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.7085427135678395,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.763819095477387,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.819095477386935,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.8743718592964824,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.9296482412060305,0.0,0.3300281388181696,-0.6699718611818304,0,5000
3.984924623115578,0.0,0.3300281388181696,-0.6699718611818304,0,5000
4.040201005025126,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.0954773869346734,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.150753768844221,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.206030150753769,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.261306532663317,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.316582914572864,0.0,0.46563044352137206,-0.5343695564786279,0,3988
4.371859296482413,0.0,0.46563044352137206,-0.5343695564786279,0,3988
